dates,Norway,Algeria,Russia,Azerbaijan,Libya,UK net flows,LNG,EU total,Nord Stream,Ukraine Gas Transit,"Yamal (BY,PL)",Turkstream,
10/12/2024,254.5,87,95.1,36.7,4.2,29.5,367.8,874.9,,45.6,,49.4,
11/12/2024,247.6,86.8,98.1,36.7,4.2,31.5,410,915,,46.8,,51.3,
12/12/2024,258.1,86.1,100.6,37.2,2.6,29.2,433,946.9,,47.7,,52.9,
13/12/2024,263.6,88,97.6,37.2,2.6,28.3,412.4,929.7,,46.1,,51.5,
14/12/2024,265,89.9,94.5,37.2,2.6,21.3,351.3,861.9,,45.5,,49,
15/12/2024,261.6,90.9,92.4,36.7,2.6,17.3,329.1,830.7,,45.6,,46.8,
16/12/2024,257.4,88.8,93.7,37.2,2.1,23.5,343.4,846,,44.8,,48.8,
17/12/2024,273.1,89.2,92.9,37.2,2.1,18.9,368.7,882.2,,42.8,,50.1,
18/12/2024,269.2,88.6,93.9,37.2,3.2,29,346.7,867.8,,43.7,,50.3,
19/12/2024,269.9,88.2,88.2,37.5,4.2,26.2,342.1,856.3,,42,,46.1,
20/12/2024,266.4,87.9,85.4,36.1,4.2,23,355.3,858.3,,41.6,,43.8,
21/12/2024,266,87.4,92,37.7,4.2,14.2,330,831.5,,45.9,,46.1,
22/12/2024,265.9,88.7,92.4,37.5,4.2,15.7,338.6,843.1,,45.1,,47.3,
23/12/2024,265.6,88,92.7,37.7,2.7,19.9,343,849.5,,45.3,,47.4,
24/12/2024,269.5,86.5,97,37.2,2.7,14.9,302.9,810.7,,46.7,,50.2,
25/12/2024,267.3,86,91.6,37.2,2.7,13.6,294.8,793.2,,44.8,,46.8,
26/12/2024,260.6,85.6,93.7,37.2,2.1,15.8,317.1,812.2,,44.5,,49.2,
27/12/2024,264.4,85.8,95.8,37.3,1.6,21.6,324.9,831.5,,47.2,,48.6,
28/12/2024,264.5,87.3,94.4,37.4,1.6,18.3,299.2,802.7,,45.3,,49.2,
29/12/2024,269.9,88,96.4,37.2,1.6,14.5,288.5,796,,45.2,,51.2,
30/12/2024,264.5,87.9,97.2,37.2,2.1,14.6,330.2,833.9,,45,,52.2,
31/12/2024,271.2,87.2,96.2,37.2,1.6,14.5,321.1,829,,44.3,,52,
01/01/2025,267.9,91.8,50,33.9,1.6,9.9,298.3,753.3,,,,50,
02/01/2025,265.9,94.7,50.6,35.5,1.1,17.2,336.4,801.2,,,,50.6,
03/01/2025,249.5,95.2,50.5,34.5,1.1,19.4,326.5,776.7,,,,50.5,
04/01/2025,248.1,95.9,49.5,34.9,1.1,14.3,321.7,765.5,,,,49.5,
05/01/2025,247.3,97.1,49.1,34.9,1.1,10.8,305,745.2,,,,49.1,
06/01/2025,249.5,96.4,48.6,29.5,1.1,12.9,323.5,761.4,,,,48.6,
07/01/2025,239.2,95.3,45.2,25.4,1.1,17.1,357.7,780.9,,,,45.2,
08/01/2025,226.9,95.1,47.4,24.6,1.6,11.6,339.4,746.6,,,,47.4,
09/01/2025,222.7,95.6,48.5,24.5,1.6,5.4,358.8,757,,,,48.5,
10/01/2025,215.5,95.6,49.4,24.5,1.6,5.6,365.1,757.3,,,,49.4,
11/01/2025,235.2,83.3,48.1,25.6,1.6,13.6,319.3,726.6,,,,48.1,
12/01/2025,243.3,82.6,48.9,24.6,1.6,5.1,312.1,718.2,,,,48.9,
13/01/2025,245,94.4,51,24.6,1.6,12.3,371.5,800.4,,,,51,
14/01/2025,240.1,93.7,53.9,25.5,1.6,17.7,403.5,835.9,,,,53.9,
15/01/2025,244.1,94.3,56,21.1,1.6,12.3,392.2,821.6,,,,56,
16/01/2025,240.1,93.4,55.3,5.5,1.6,8.7,392.9,797.5,,,,55.3,
17/01/2025,242.1,92.2,54.8,21.9,1.6,10.5,347.2,770.4,,,,54.8,
18/01/2025,230.9,92.1,54.3,21.9,1.6,5.7,313.3,719.8,,,,54.3,
19/01/2025,232.2,95.3,52.4,28.2,1.6,7.9,293.7,711.4,,,,52.4,
20/01/2025,241.2,95.9,47.9,30.2,1.6,4.6,392.2,813.7,,,,47.9,
21/01/2025,239.2,93.7,50.7,30.3,1.1,-8.2,377.6,784.3,,,,50.7,
22/01/2025,239,94.6,54.2,33.4,1.1,2.5,378.2,802.9,,,,54.2,
23/01/2025,244.9,95.2,52.2,33.4,1.1,5.1,349.1,780.9,,,,52.2,
24/01/2025,241.8,95.4,51,33.4,1.1,16.1,334.3,773,,,,51,
25/01/2025,228.4,95.8,50.3,33.3,1.1,15.1,307,730.9,,,,50.3,
26/01/2025,226.9,97.1,50.4,33.3,1.1,12.1,299.1,719.8,,,,50.4,
27/01/2025,227.8,96.1,50.2,31.1,1.6,18.8,329.8,755.4,,,,50.2,
28/01/2025,226.3,96.4,46.7,30.2,1.6,18.9,324.7,744.8,,,,46.7,
29/01/2025,218.7,96.1,46.8,32.8,1.6,17.6,339,752.6,,,,46.8,
30/01/2025,224,95.9,50.1,31.3,1.6,1.1,360.2,764.1,,,,50.1,
31/01/2025,224.5,96.1,50.1,32.9,1.6,4.1,375,784.4,,,,50.1,
01/02/2025,227.1,96.8,49.1,32.4,1.6,7.6,367,781.6,,,,49.1,
02/02/2025,228.3,98,48.9,32.4,1.6,11.7,379.6,800.5,,,,48.9,
03/02/2025,228.4,97,52.6,34.3,1.6,7.8,420.9,842.6,,,,52.6,
04/02/2025,221.2,96.4,56.8,34.4,1.6,5.1,424.7,840.1,,,,56.8,
05/02/2025,216.1,96.2,56.8,33.3,1.1,3.7,419.1,826.1,,,,56.8,
06/02/2025,229.5,95.9,56.7,31.1,1.1,8.8,404.3,827.4,,,,56.7,
07/02/2025,244.1,95.8,56.9,33.3,1.1,10.8,411.8,853.8,,,,56.9,
08/02/2025,250,96.4,56.8,30.4,1.1,12.9,362.3,809.9,,,,56.8,
09/02/2025,255.4,98.1,56.8,30.4,1.1,10.4,377.3,829.4,,,,56.8,
10/02/2025,228.8,95.6,56.9,30.6,0.5,14.8,407.4,834.7,,,,56.9,
11/02/2025,235.5,95.7,56.9,31.3,0.5,7.9,408.2,836,,,,56.9,
12/02/2025,239.7,97.2,56.8,31.4,0.5,8.2,411.2,845.1,,,,56.8,
13/02/2025,240.5,96.5,56.7,31.4,1.1,13.8,428.9,868.9,,,,56.7,
14/02/2025,248.2,96.7,56.9,31.4,1.1,14.7,400,848.9,,,,56.9,
15/02/2025,256.3,97.3,56.8,34.3,1.1,17.6,346.6,810,,,,56.8,
16/02/2025,259.6,98.1,56.8,33.2,1.1,15.4,358.9,823.2,,,,56.8,
17/02/2025,262.3,96.5,56.9,33.2,1.1,17.8,380.1,847.8,,,,56.9,
18/02/2025,262.1,96.7,56.9,33.2,1.6,18.8,392.4,861.7,,,,56.9,
19/02/2025,272.5,96.3,56.8,33.2,1.6,16.9,389,866.4,,,,56.8,
20/02/2025,272.3,96.3,56.8,31,1.6,18.4,383.9,860.3,,,,56.8,
21/02/2025,261.1,95,56,30.5,1.6,17.1,358.3,819.6,,,,56,
22/02/2025,265.9,96.7,56.1,30.6,1.6,13,361.2,825.1,,,,56.1,
23/02/2025,268.9,97.2,56,30.6,1.6,12.5,368.4,835.2,,,,56,
24/02/2025,268.7,96.8,56.2,29.5,1.6,16.1,402.6,871.5,,,,56.2,
25/02/2025,270.2,96.2,55.8,27.5,1.6,20.8,412.4,884.4,,,,55.8,
26/02/2025,265.9,95.7,55.1,28.8,1.6,20.8,420.6,888.4,,,,55.1,
27/02/2025,266.2,94.6,52.6,27.9,1.6,26.2,408.7,877.8,,,,52.6,
28/02/2025,265.5,95.3,53.7,29.7,1.6,21.7,383.5,850.9,,,,53.7,
01/03/2025,266.6,94.8,54.8,30.4,1.6,24.2,370.7,843.3,,,,54.8,
02/03/2025,268.7,95,54,30.4,1.6,19.9,377.8,847.4,,,,54,
03/03/2025,269.6,93.7,54,31.5,1.1,25,419.6,894.6,,,,54,
04/03/2025,272.1,94.3,54.4,34.6,2.1,20.5,409.9,887.8,,,,54.4,
05/03/2025,273.3,94,46.2,34,2.1,19.4,412.6,881.6,,,,46.2,
06/03/2025,273.1,93.9,47.2,33.4,2.6,19.5,403.6,873.4,,,,47.2,
07/03/2025,264.4,92.8,47.1,33.5,2.7,22.3,395.5,858.3,,,,47.1,
08/03/2025,270.8,83.7,45.7,34.5,3.7,17.6,372.7,828.7,,,,45.7,
09/03/2025,268.2,83.2,42.9,34.6,5.3,17.2,377,828.4,,,,42.9,
10/03/2025,268.2,83.8,42.5,35.1,7.4,20,412.3,869.2,,,,42.5,
11/03/2025,256.8,91.7,46.4,35.6,7.4,24.1,424.8,886.9,,,,46.4,
12/03/2025,245.7,92,43.3,35.6,6.9,23.4,425.7,872.6,,,,43.3,
13/03/2025,252.5,91.9,42.4,36.7,8,27.5,420.9,879.8,,,,42.4,
14/03/2025,258.3,92.9,41.1,36.1,8,25,410.8,872.2,,,,41.1,
15/03/2025,252.4,83.7,39.7,36.7,6.9,21.8,382.5,823.8,,,,39.7,
16/03/2025,257.6,82.9,39.6,36.7,6.9,16.8,392.6,833,,,,39.6,
17/03/2025,262.5,90.8,42.6,37.8,6.9,15.4,452.7,908.7,,,,42.6,
18/03/2025,250.2,92.5,44.5,36.6,6.9,18.8,461.1,910.7,,,,44.5,
19/03/2025,251.1,89.5,44.1,36.1,5.9,21.3,442.3,890.2,,,,44.1,
20/03/2025,263.2,89.3,45.4,30.9,5.9,20.7,440.1,895.4,,,,45.4,
21/03/2025,259.6,89.2,45.1,35.1,3.7,19.2,434.3,886.2,,,,45.1,
22/03/2025,260.5,85.1,43.4,35,3.2,15.4,401,843.6,,,,43.4,
23/03/2025,260,84.9,43.7,35,3.2,14.2,396.7,837.7,,,,43.7,
24/03/2025,259.9,88,44.9,35,2.7,21.1,425.7,877.3,,,,44.9,
25/03/2025,262.2,88.7,45.4,35.1,4.2,22.4,440.5,898.5,,,,45.4,
26/03/2025,269.8,89.1,46,34,4.8,22.1,443.4,909.1,,,,46,
27/03/2025,268.1,88.1,44.9,35.3,4.8,30.3,438.3,909.8,,,,44.9,
28/03/2025,264.8,86.4,45.1,32.6,7.4,27.2,432.5,896,,,,45.1,
29/03/2025,256.1,87.1,43.7,34.4,8,18.8,390.7,838.9,,,,43.7,
30/03/2025,268.2,87.5,44.5,35.6,6.4,20.8,402,865.1,,,,44.5,
31/03/2025,273.8,88.9,44.7,34.1,6.4,20.6,438,906.4,,,,44.7,
01/04/2025,275.4,92.7,39.9,36.5,5.3,40.9,449,939.7,,,,39.9,
02/04/2025,270.6,92.8,40.8,35.2,5.3,29.7,461.7,936.1,,,,40.8,
03/04/2025,243.7,92.7,40.2,34.8,5.8,33.9,423.6,874.7,,,,40.2,
04/04/2025,258,92.4,39.7,36.1,5.9,31.1,424,887.2,,,,39.7,
05/04/2025,266.6,90,42.2,35.6,4.8,31.6,414.3,885.2,,,,42.2,
06/04/2025,276.1,90.4,42.3,35.6,4.8,31.3,409.1,889.6,,,,42.3,
07/04/2025,273.4,89.9,46.5,35.6,4.3,38.3,440.7,928.6,,,,46.5,
08/04/2025,264,88.6,47.1,32.5,6.4,54.2,413.1,905.8,,,,47.1,
09/04/2025,272.6,90.7,48.5,32.5,5.3,64.1,404.5,918.3,,,,48.5,
10/04/2025,275.9,88.6,45.4,32.8,3.7,53.8,434.9,935.1,,,,45.4,
11/04/2025,276.8,88.6,45.7,32.1,4.3,55.1,434.4,937.1,,,,45.7,
12/04/2025,278.8,89.9,45,32.2,3.7,43.1,418.2,910.8,,,,45,
13/04/2025,279.8,89.5,43.3,33.2,3.7,40.8,405.3,895.7,,,,43.3,
14/04/2025,273.3,88.9,46,33.2,1.6,44.8,425.3,913,,,,46,
15/04/2025,282,89.9,44.8,33.2,1.6,43.9,391.3,886.7,,,,44.8,
16/04/2025,282.3,88.1,42,30.8,4.8,48.8,396,892.8,,,,42,
17/04/2025,281.9,89.3,41.4,31.4,3.7,51.7,420,919.4,,,,41.4,
18/04/2025,274.4,88,37.6,28.7,1.1,45.9,410.8,886.4,,,,37.6,
19/04/2025,280,87.3,37.3,31.1,1.1,43.4,418,898.3,,,,37.3,
20/04/2025,279.5,86.8,37,32.2,1.1,45,439.7,921.2,,,,37,
21/04/2025,277.1,86.6,38.4,31.1,1.1,41.2,450.4,925.8,,,,38.4,
22/04/2025,281.9,88.3,41.5,31.1,1.1,41.4,449.2,934.4,,,,41.5,
23/04/2025,276.3,88.4,40.6,30,2.7,39.4,451,928.4,,,,40.6,
24/04/2025,279.2,88.3,40.7,31.6,2.7,44.9,434.2,921.6,,,,40.7,
25/04/2025,276.9,88.6,40.9,31.6,3.9,42.6,436,920.4,,,,40.9,
26/04/2025,272.9,84.8,39.7,31.6,9.6,38.2,418.8,895.6,,,,39.7,
27/04/2025,272.6,85.5,39.3,30.5,10.7,31.9,414.2,884.6,,,,39.3,
28/04/2025,278.5,89.3,40.7,31.6,10.7,35.6,414.9,901.2,,,,40.7,
29/04/2025,270.2,86.4,39.9,31.6,8.6,34,434.3,905,,,,39.9,
30/04/2025,268.3,80.8,41,31.3,8.6,39.2,427.5,896.7,,,,41,
01/05/2025,260.3,85.4,44.3,31.9,7.5,32.5,428.1,890,,,,44.3,
02/05/2025,263.1,85.9,43.7,31.9,7.5,32.8,432.4,897.2,,,,43.7,
03/05/2025,273.4,84.1,43.1,32.4,6.4,27.2,445.8,912.5,,,,43.1,
04/05/2025,268.7,84.6,43.2,32.4,4.3,28.4,447.6,909.3,,,,43.2,
05/05/2025,261.4,86.9,45.6,32.4,4.3,33.7,449.5,913.8,,,,45.6,
06/05/2025,264.2,87.6,48.2,32.3,1.6,37.3,462.1,933.2,,,,48.2,
07/05/2025,266.2,87.7,48.7,30.2,1.6,39.8,454.9,929.1,,,,48.7,
08/05/2025,262.1,90,49.2,32.4,1.1,40.6,450.9,926.4,,,,49.2,
09/05/2025,270.1,90.2,47.6,32.8,3.2,52,434.8,930.7,,,,47.6,
10/05/2025,270.3,87.1,48.3,32.8,3.2,68.6,402.1,912.4,,,,48.3,
11/05/2025,269.9,88,45.6,32.8,2.1,65.8,399,903.3,,,,45.6,
12/05/2025,268.6,90.1,43.6,32.8,2.1,66.5,403.2,907,,,,43.6,
13/05/2025,269.2,90.1,43.9,32.4,2.1,66,415,918.6,,,,43.9,
14/05/2025,270.2,90.1,45.5,32.7,2.7,70.8,408.8,920.8,,,,45.5,
15/05/2025,263.6,90.2,44.4,30.4,2.7,65.5,373.8,870.5,,,,44.4,
16/05/2025,269.2,90.7,45.5,32.7,3.7,67.9,392.6,902.3,,,,45.5,
17/05/2025,270.7,86.4,43.3,32.5,4.3,66.5,369.3,872.9,,,,43.3,
18/05/2025,265.1,86.3,44.9,32.5,5.3,61.9,367.3,863.3,,,,44.9,
19/05/2025,253,90.2,46.5,32.5,2.1,66.9,380,871.2,,,,46.5,
20/05/2025,266.8,89.5,47.1,32.5,5.3,63.4,396.1,900.8,,,,47.1,
21/05/2025,142.9,87,47.4,33.6,5.3,54.7,403.3,774.4,,,,47.4,
22/05/2025,213.2,87.8,46.8,32.5,3.2,51.8,414.6,849.9,,,,46.8,
23/05/2025,254.5,89.1,47,33.1,3.2,55.7,415.3,897.8,,,,47,
24/05/2025,229.1,81.5,47.6,32.1,2.7,45.1,400.3,838.4,,,,47.6,
25/05/2025,268,81.8,47,32.1,2.1,43.7,406.7,881.4,,,,47,
26/05/2025,252.6,85.8,46.9,32.2,4.2,43,439.5,904.3,,,,46.9,
27/05/2025,259.1,84.5,47.1,32.2,3.7,45,441.2,912.9,,,,47.1,
28/05/2025,261.5,87.9,46.7,33.1,3.7,43.1,444,920.1,,,,46.7,
29/05/2025,266.5,87.9,48,33.2,3.2,43.4,427.8,910,,,,48,
30/05/2025,262.6,88,47.7,33.7,3.2,47.6,424.8,907.6,,,,47.7,
31/05/2025,265.4,82.1,45.4,33.5,3.2,47.8,439.5,916.9,,,,45.4,
01/06/2025,266.2,89.1,42.5,33.5,3.2,47.5,409.2,891.2,,,,42.5,
02/06/2025,260.8,89.2,45.4,33.5,3.2,56.3,399.3,887.7,,,,45.4,
03/06/2025,263.5,92.9,45,33.4,3.2,54.4,416.4,908.8,,,,45,
04/06/2025,262.6,92.9,47.9,33.4,3.2,52.3,410.9,903.1,,,,47.9,
05/06/2025,234.5,93,49,33.9,3.2,51.4,426.1,891,,,,49,
06/06/2025,257.5,94.8,49.5,37,2.7,48.4,454.1,944.1,,,,49.5,
07/06/2025,263.5,94.1,47,37,1.6,40.8,445.6,929.6,,,,47,
08/06/2025,258.2,87.6,46.2,37,1.6,45.6,439.9,916,,,,46.2,
09/06/2025,258.3,89.2,45.7,37,1.6,43.8,467.7,943.4,,,,45.7,
10/06/2025,253.6,88.9,0,37,1.6,58.4,465.5,905,,,,0,
11/06/2025,255.3,89,0,36.1,1.1,57.5,484.9,923.9,,,,0,
12/06/2025,258,89.5,0,36,1.1,66.5,456.2,907.2,,,,0,
13/06/2025,190.1,88.8,0,33.5,1.6,59.9,441.6,815.5,,,,0,
14/06/2025,252.1,85.1,0,35.6,1.6,56.8,414.3,845.6,,,,0,
15/06/2025,248.3,87,0.2,35.1,1.6,52.8,409.2,834.2,,,,0.2,
16/06/2025,251.2,94.2,22.5,35.6,1.6,46.4,428.6,880.2,,,,22.5,
17/06/2025,218,88,46.9,35.1,1.6,25.8,420.3,835.7,,,,46.9,
18/06/2025,267,88.1,48.1,34.1,1.6,57.4,432.8,929.2,,,,48.1,
19/06/2025,267.5,88.1,47.3,35.6,1.6,60.4,415.5,916.1,,,,47.3,
20/06/2025,271,89.6,49.5,35.6,2.1,59.5,398.2,905.5,,,,49.5,
21/06/2025,267.7,89.5,48,35.6,1.1,60.4,372.8,875,,,,48,
22/06/2025,267.1,85.7,48.8,35.6,1.1,56.1,361.4,855.8,,,,48.8,
23/06/2025,262.2,88.9,49.7,35.6,1.1,63.5,418.9,919.9,,,,49.7,
24/06/2025,248.4,87.8,47.6,35.6,1.1,63.6,401.5,885.6,,,,47.6,
25/06/2025,256.2,85.7,49.6,35.6,1.1,69.6,391.4,889.3,,,,49.6,
26/06/2025,271.1,85.3,49.4,35.6,1.1,66.1,389.4,898,,,,49.4,
27/06/2025,270.6,84.8,52,35.6,1.1,65.5,405.8,915.4,,,,52,
28/06/2025,273.4,81.5,51.3,35.6,0.5,65.3,371,878.8,,,,51.3,
29/06/2025,275.2,83.4,50.6,35.6,0.5,66.6,371.1,883,,,,50.6,
30/06/2025,275.9,88.7,52.2,35.6,1.1,69.9,411.4,934.7,,,,52.2,
01/07/2025,274.6,82.6,53.2,35.6,1.1,71.5,401,919.7,,,,53.2,
02/07/2025,273.1,82,49.6,35.6,2.1,71,403.2,916.7,,,,49.6,
03/07/2025,273.7,80.2,48.1,35.6,0.5,66,397.7,901.8,,,,48.1,
04/07/2025,272.3,80.6,50.8,31.1,0.5,64.4,385.2,884.9,,,,50.8,
05/07/2025,276.6,81.9,50,30.2,0.5,63.1,358.8,861.1,,,,50,
06/07/2025,276.5,79,48.9,34.1,0.5,64.2,357.6,860.8,,,,48.9,
07/07/2025,275.1,81.7,51.2,35.6,1.1,66.6,385.2,896.6,,,,51.2,
08/07/2025,275.8,80.1,50.1,32.4,1.1,71.8,396.2,907.5,,,,50.1,
09/07/2025,274.6,82.9,50.3,31.2,1.1,71.7,412.4,924.2,,,,50.3,
10/07/2025,274.6,84.6,49.2,33,3.2,72,421.8,938.3,,,,49.2,
11/07/2025,275.7,82.9,48.4,36.2,4.3,71.7,388.2,907.4,,,,48.4,
12/07/2025,275.1,79.2,45.7,35.6,0.5,63,353.6,852.9,,,,45.7,
13/07/2025,274.3,81.4,47.2,35.6,0.5,66.1,340.6,845.8,,,,47.2,
14/07/2025,267.8,79.8,48.5,35.6,0.5,67.2,368.7,868.2,,,,48.5,
15/07/2025,274.1,80.4,52.6,35.6,0.5,67.5,393.7,904.4,,,,52.6,
16/07/2025,251.4,82.8,54.7,31.8,1.1,66.1,393.5,881.3,,,,54.7,
17/07/2025,247.1,85.2,52.4,30.3,1.1,69.4,388,873.7,,,,52.4,
18/07/2025,270.9,81.5,52.2,31.3,1.1,70.9,382.6,890.5,,,,52.2,
19/07/2025,274.4,79.4,50.5,31.9,1.1,68.8,332.8,839,,,,50.5,
20/07/2025,270.7,78.9,49,31.9,1.1,68.2,333.8,833.5,,,,49,
21/07/2025,270.4,77.6,52.6,31.4,1.1,69.8,363.2,866,,,,52.6,
22/07/2025,271.4,78.3,53.1,36.1,1.1,70.2,372.7,882.8,,,,53.1,
23/07/2025,270.7,79.7,55.7,36.2,1.6,71.2,365.3,880.4,,,,55.7,
24/07/2025,267.9,79,55.7,35.6,1.6,71.6,369.8,881.1,,,,55.7,
25/07/2025,269.1,79.2,55.7,32,1.6,69,355.9,862.4,,,,55.7,
26/07/2025,269.9,82.6,54.5,36.2,4.3,68.2,327.6,843.2,,,,54.5,
27/07/2025,272.9,84.3,51.3,36.2,2.7,68.8,318.2,834.3,,,,51.3,
28/07/2025,274.4,86.4,54.3,36.1,2.1,69.8,353.6,876.8,,,,54.3,
29/07/2025,273.4,86.5,54,36.2,1.6,69.3,358.9,879.8,,,,54,
30/07/2025,272.8,87.7,55.2,36.3,1.6,69.3,346.5,869.4,,,,55.2,
31/07/2025,270.4,86.7,54.7,36.2,1.6,69.2,321.7,840.4,,,,54.7,
01/08/2025,273.6,91.4,52.8,35.4,1.1,67.2,325.3,846.8,,,,52.8,
02/08/2025,266,88.3,49.3,34.6,1.1,61,312.6,812.9,,,,49.3,
03/08/2025,266.7,86,49.2,34.6,1.1,63,300.5,801.1,,,,49.2,
04/08/2025,266.8,94,50.6,34.6,0.5,58,305.4,810,,,,50.6,
05/08/2025,273.1,94.5,49.6,34.6,0.5,61.4,307.3,821.1,,,,49.6,
06/08/2025,276.2,94.2,48.2,34.2,1.1,64.9,309.8,828.4,,,,48.2,
07/08/2025,270.9,95.9,46.1,34.2,0.5,60.8,305.5,814,,,,46.1,
08/08/2025,271.8,91.6,45.3,34.2,0.5,59.9,297.6,800.9,,,,45.3,
09/08/2025,271.3,89.4,46,34.2,0.5,60.9,302.4,804.7,,,,46,
10/08/2025,271.9,90,45.2,34.2,0.5,64.1,313.4,819.3,,,,45.2,
11/08/2025,270.9,88,48.3,34.2,0.5,63.4,327.5,832.8,,,,48.3,
12/08/2025,267.7,87.1,50.1,33.9,0.5,52.7,311.8,803.9,,,,50.1,
13/08/2025,272.3,88.8,50.5,34,0.5,50,312.3,808.4,,,,50.5,
14/08/2025,268.5,88.2,51.8,33.9,0.5,49.2,305.4,797.6,,,,51.8,
15/08/2025,267.9,88.7,50.5,33.9,0.5,47.4,274.8,763.7,,,,50.5,
16/08/2025,264.5,89.1,48.6,33.9,0.6,50.1,273.1,760,,,,48.6,
17/08/2025,267,91.3,50.9,33.9,0.5,49.9,280.4,773.9,,,,50.9,
18/08/2025,267.8,88.6,53.5,33.4,0.5,41.5,345.2,830.4,,,,53.5,
19/08/2025,273.5,87.5,51.9,33.4,0.5,48.3,326.3,821.4,,,,51.9,
20/08/2025,274.7,80.8,51.3,29.1,0.5,47.3,317.3,801,,,,51.3,
21/08/2025,271.4,80.9,52.4,36.1,0.5,40.5,311.8,793.7,,,,52.4,
22/08/2025,268.5,84.2,50,34.6,0.5,39.2,310,787,,,,50,
23/08/2025,270.7,86,48.4,33.6,0.5,34.5,300.7,774.4,,,,48.4,
24/08/2025,271.8,88.7,48.7,33.6,0.5,32,303,778.4,,,,48.7,
25/08/2025,271.5,86.6,53.5,33.6,1.1,38.8,329.9,814.9,,,,53.5,
26/08/2025,272.5,86.8,54.4,33.6,0.5,37.9,332.5,818.2,,,,54.4,
27/08/2025,274.8,84.2,53.9,32.5,0.5,30,319.2,795,,,,53.9,
28/08/2025,269,84.3,53.7,33.6,0.5,45.6,305.6,792.3,,,,53.7,
29/08/2025,268.2,87.8,54.5,34.1,0.5,27.3,337.5,809.9,,,,54.5,
30/08/2025,240.5,88.3,51.7,33.6,0.5,26.5,335.5,776.5,,,,51.7,
31/08/2025,228.9,89.1,51.5,33.6,1.1,28.4,343.6,776.2,,,,51.5,
01/09/2025,248.7,87.7,52.3,35.6,2.7,27.1,381.8,835.8,,,,52.3,
02/09/2025,206.8,86.1,52.6,35.4,1.1,38.9,364.2,785,,,,52.6,
03/09/2025,206.7,79.4,52.7,35.6,1.1,41.7,379.9,797.3,,,,52.7,
04/09/2025,210.9,80.6,52.5,35.7,0.5,49.1,380.7,810,,,,52.5,
05/09/2025,213.6,75.4,51.7,35.7,0.5,51.3,388.5,816.6,,,,51.7,
06/09/2025,210.8,66.1,49.6,36.4,0.5,48.8,349,761.3,,,,49.6,
07/09/2025,209.5,64.8,49.3,36.4,0.5,50.3,345.6,756.5,,,,49.3,
08/09/2025,212.7,72.6,51.6,35.6,1.1,44.5,382.2,800.3,,,,51.6,
09/09/2025,212,73.2,53.5,32.6,1.1,50,387.2,809.5,,,,53.5,
10/09/2025,209.1,74.5,54.3,36.1,1.1,45.5,373.9,794.5,,,,54.3,
11/09/2025,187.2,78.1,52.7,36.4,0.5,42.2,372,769.2,,,,52.7,
12/09/2025,179,78,54.4,37.2,0.5,48.3,373.9,771.2,,,,54.4,
13/09/2025,178.7,70.3,51.7,37.7,0.5,21.3,365.5,725.7,,,,51.7,
14/09/2025,182.9,68.6,52.1,37.7,0.5,52.7,359.9,754.5,,,,52.1,
15/09/2025,197.5,77.9,53.5,37.7,1.1,53.1,395.2,815.8,,,,53.5,
16/09/2025,193.1,63.9,47.2,36.7,1.1,58.7,388,788.5,,,,47.2,
17/09/2025,185.5,29.5,45.6,31.4,1.1,58,418.6,769.5,,,,45.6,
18/09/2025,189.8,29.5,46.3,36.1,1.1,60.6,421.2,784.6,,,,46.3,
19/09/2025,184.7,41.8,47.3,38,1.1,54.4,411.1,778.4,,,,47.3,
20/09/2025,216.2,38,50.7,37.4,0.5,48.9,366.8,758.5,,,,50.7,
21/09/2025,215.7,39.4,50.9,37.4,0.5,50.8,360.1,754.9,,,,50.9,
22/09/2025,210.5,38.2,52.1,36.9,1.1,57.5,394.7,791,,,,52.1,
23/09/2025,213.8,45,54,36.9,1.6,56.3,402,809.6,,,,54,
24/09/2025,168.8,45.7,53.1,36.9,3.2,65.4,394.5,767.7,,,,53.1,
25/09/2025,205.2,47.2,53.8,36.9,4.8,62.8,385,795.7,,,,53.8,
26/09/2025,233.2,47.2,52.3,37,4.3,60.4,411.6,846.1,,,,52.3,
27/09/2025,256.4,48.3,53.2,36.9,1.6,55.9,360.9,813.3,,,,53.2,
28/09/2025,257.5,48.8,53.2,36.9,1.1,58.1,350.2,805.8,,,,53.2,
29/09/2025,262.1,56.2,55.5,36.9,2.1,44.7,398.1,855.6,,,,55.5,
30/09/2025,259.9,54.9,54.6,36.9,3.2,44,415,868.4,,,,54.6,
01/10/2025,259,77.6,52.6,37.4,2.7,12.2,373.2,814.8,,,,52.6,
02/10/2025,262.2,81.1,54.8,37.4,2.7,13,369.4,820.6,,,,54.8,
03/10/2025,261.3,80.6,54,37.4,3.7,13,415.9,865.9,,,,54,
04/10/2025,252,73.7,54.8,36.9,8.5,11.4,383.8,821.2,,,,54.8,
05/10/2025,259.7,72.5,53.2,36.9,8.5,11.4,371.4,813.6,,,,53.2,
06/10/2025,262.2,72.8,56.2,37.5,5.3,15.8,430.2,880.1,,,,56.2,
07/10/2025,255.4,80.1,56.9,37.5,3.2,17.8,431.7,882.6,,,,56.9,
08/10/2025,254.4,80.5,56.6,36.9,1.6,15.7,415.6,861.3,,,,56.6,
09/10/2025,256.6,80.2,56.6,36.9,2.7,17.2,415.7,865.9,,,,56.6,
10/10/2025,252.3,84.7,55.5,36.9,5.8,19.7,429.6,884.5,,,,55.5,
