dates,Norway,Algeria,Russia,Azerbaijan,Libya,UK net flows,LNG,EU total,Nord Stream,Ukraine Gas Transit,"Yamal (BY,PL)",Turkstream,
24/02/2024,175,76.7,85.8,34.7,5.3,21.8,348.4,747.7,,43.5,,42.3,
25/02/2024,274,72.9,86.4,34.7,2.1,17,356.2,843.4,,44.7,,41.7,
26/02/2024,273.3,73.1,86.7,34.8,5.3,19.6,378.3,870.9,,44.6,,42.1,
27/02/2024,270.6,79.9,87.7,34.4,5.3,19.5,392.7,890.2,,45.4,,42.3,
28/02/2024,262.9,74.1,88,32.3,5.3,16.7,397.5,876.9,,45.3,,42.7,
29/02/2024,260.8,75.6,89.7,34.4,5.3,17.8,387.5,871.2,,48.6,,41.1,
01/03/2024,266.1,86.9,84.6,34.5,5.3,15.4,383,875.8,,41.4,,43.2,
02/03/2024,259.9,85.6,84.4,34.5,3.7,10.8,378.6,857.5,,42.2,,42.2,
03/03/2024,266.6,86.8,82.6,34.5,3.7,12.8,373.2,860.3,,41.1,,41.5,
04/03/2024,273,91.8,83.7,34.5,5.3,15.2,384,887.6,,40.4,,43.3,
05/03/2024,265,91.9,87.1,34.5,7.4,17.3,403.7,906.9,,41.8,,45.3,
06/03/2024,267.4,92.2,89.9,34.5,6.3,9.3,377.3,877.1,,42.6,,47.3,
07/03/2024,270.4,92.1,89.7,34.6,5.3,11.5,369.8,873.3,,42.3,,47.5,
08/03/2024,273.5,92.8,89.4,35.3,3.7,12.8,366.7,874.3,,42.7,,46.8,
09/03/2024,273.6,92.5,87.8,35.9,3.2,14,343.6,850.5,,42.2,,45.6,
10/03/2024,260.7,92.4,86.8,35.9,3.2,17.8,345.3,841.9,,41.7,,45.1,
11/03/2024,256,92.8,87.4,35.9,5.3,13.8,373.9,865.1,,41.6,,45.8,
12/03/2024,266,93.1,89.1,35.4,7.4,17.4,383.1,891.4,,42.2,,46.8,
13/03/2024,259.6,93,90.8,35.6,7.4,19.1,362.5,868.1,,42.3,,48.5,
14/03/2024,269.6,93.9,88.6,35.6,7.4,15.6,357,867.7,,42.1,,46.5,
15/03/2024,262,94.4,87.1,35.6,5.3,20.1,348.8,853.2,,42.1,,44.9,
16/03/2024,250.9,92.6,87.4,35.6,4.2,15.9,325,811.8,,42.1,,45.4,
17/03/2024,257.8,93.3,86.9,35.6,4.2,12.4,326.8,817.1,,41.7,,45.2,
18/03/2024,265.3,93.1,90,35.6,6.9,11.9,338.1,841.1,,41.8,,48.2,
19/03/2024,259.4,97.9,93.5,35.6,7.9,17.2,359.1,870.6,,43.2,,50.2,
20/03/2024,258.1,101.8,95.2,35.6,6.3,18,349,864,,43,,52.2,
21/03/2024,247.9,102.1,95.9,35.1,5.3,15.2,349.5,851,,42.8,,53.1,
22/03/2024,252.5,102.3,93.2,35.6,5.3,13.4,343.7,846,,42.2,,51,
23/03/2024,266.7,101.7,89.7,34.3,4.2,13.2,316.3,826.1,,42.3,,47.4,
24/03/2024,268.1,101.5,87.2,34.3,4.2,17.8,309.3,822.5,,42,,45.3,
25/03/2024,266,94,91.5,34.2,6.4,18.4,336.4,847,,42.1,,49.5,
26/03/2024,272,95.4,92.2,35.6,6.4,20.1,338.8,860.5,,43.1,,49.2,
27/03/2024,271.7,94.5,93.5,35.6,6.4,18.7,336.3,856.8,,42.6,,50.9,
28/03/2024,267.8,98.8,91.3,35.3,7.4,22.6,302.9,826,,43.2,,48.1,
29/03/2024,271.1,99.2,86.5,35.6,8.5,19.3,296.7,816.9,,41.9,,44.6,
30/03/2024,259.3,86.2,80.7,35.6,5.3,19.7,285.8,772.6,,41,,39.7,
31/03/2024,270.2,83.9,78.7,35.6,5.3,24.3,272.2,770.3,,42.4,,36.3,
01/04/2024,263.7,81.9,75,35.6,5.3,35.3,286.2,782.9,,41.1,,33.9,
02/04/2024,261.8,100.9,77.8,35.6,5.3,31.2,344.4,857,,40.8,,37,
03/04/2024,264.2,108.9,83.6,35.6,8.5,33.5,368,902.3,,41.6,,42,
04/04/2024,264.8,109,84.6,32.4,8,34.3,374.4,907.4,,43.3,,41.3,
05/04/2024,264.6,108.7,83.3,33.8,8,44.5,364.4,907.2,,43.9,,39.4,
06/04/2024,272,88.3,79,32.4,5.3,39.2,350.4,866.6,,43.6,,35.4,
07/04/2024,262.3,89.8,76.9,32.4,5.3,34.2,357,857.8,,42.4,,34.5,
08/04/2024,260.6,110,77,32.4,6.4,39.6,340.9,866.8,,39.9,,37.1,
09/04/2024,263.1,103.3,79.2,32.4,8,35.5,345.1,866.6,,44,,35.2,
10/04/2024,264.3,103,78.6,32.4,8,43.8,352,882.1,,42.3,,36.4,
11/04/2024,272.8,103.2,79.6,30.2,9,40.8,347.6,883.3,,40.7,,38.9,
12/04/2024,271.3,103.9,80.6,30.2,9,36.6,348.7,880.3,,43.7,,37,
13/04/2024,268.7,101.1,79.3,30.2,6.9,30.3,365.2,881.6,,42.4,,37,
14/04/2024,259.8,101.1,80,30.2,6.9,29.7,365.2,872.8,,43.2,,36.8,
15/04/2024,255,98.7,82.5,32.3,9,26.4,367.5,871.4,,42.6,,39.9,
16/04/2024,257,100.9,88.4,35.6,8,29.3,362.4,881.6,,42.5,,46,
17/04/2024,265.7,101.5,94,34.7,9,26.8,370.8,902.6,,40.7,,53.4,
18/04/2024,275,102.1,95.8,35.6,7.4,25.1,341,882,,41.3,,54.5,
19/04/2024,273.1,102.9,92.8,33.2,5.3,28.7,324.6,860.6,,41.7,,51.1,
20/04/2024,263.5,102.1,85.8,34.1,5.3,28.8,343.9,863.4,,42,,43.7,
21/04/2024,259.3,102.8,85.3,34.1,5.3,28.6,355.1,870.5,,42,,43.3,
22/04/2024,260.1,103.2,91.5,34.1,9.5,26.5,393.3,918.2,,41.6,,49.8,
23/04/2024,253.9,104,88.8,34.7,5.3,29,400.6,916.3,,46.4,,42.4,
24/04/2024,251.9,97.9,86.4,32.8,6.9,27.9,399.8,903.6,,46.6,,39.8,
25/04/2024,249,96.5,89.6,32.5,8.4,21.8,390.4,888.3,,46.3,,43.3,
26/04/2024,267,95.6,89.7,35.6,8.4,18.3,364,878.6,,42.4,,47.3,
27/04/2024,254.7,101.6,84,35.6,4.7,17.2,351.5,849.4,,42.1,,41.9,
28/04/2024,252.9,101,77.6,35.6,4.7,10,357,838.9,,42,,35.6,
29/04/2024,264.3,102.1,86.3,35.6,9,16.6,370.2,884.1,,46.9,,39.4,
30/04/2024,262.9,93.9,80.6,35.6,10.1,17.3,359.4,859.8,,41.8,,38.7,
01/05/2024,271.1,93.5,80.1,35.5,10.6,21,308.1,820,,44.2,,35.9,
02/05/2024,267.3,99.2,82.4,35.6,10.6,29.4,330.4,854.9,,44.8,,37.6,
03/05/2024,267.5,97.2,82.5,35.6,9.5,27.3,334.8,854.4,,44.4,,38.1,
04/05/2024,269.9,96,82.3,35.6,6.3,26.8,310.4,827.3,,44.1,,38.2,
05/05/2024,268.2,93.3,81.6,35,6.3,23.7,307.3,815.4,,44.2,,37.3,
06/05/2024,268.2,95.1,84.4,33.5,8.5,29.2,287.5,806.4,,44,,40.3,
07/05/2024,268.7,97,86.3,35.6,6.4,33.7,295.7,823.4,,44.2,,42.1,
08/05/2024,267.9,98.1,87.3,35.6,6.4,34.2,290.2,819.6,,44.4,,42.9,
09/05/2024,263.4,98.3,89.1,35.6,6.4,32.8,330.1,855.6,,45,,44.1,
10/05/2024,264.1,98.2,86.6,35.6,6.4,46.9,318.8,856.7,,44.1,,42.5,
11/05/2024,262.2,91.9,86.1,34.3,4.3,52.7,322.6,854.2,,45,,41.1,
12/05/2024,264.9,79.9,86,35.4,4.3,58.7,322.1,851.4,,44.9,,41.1,
13/05/2024,261.3,97.5,89.6,36.6,6.4,59.9,332.5,883.9,,43.6,,46,
14/05/2024,261.8,97.4,93.7,36.7,6.4,61.8,327.8,885.7,,44.2,,49.5,
15/05/2024,261.8,97,92.3,32.1,6.4,49.3,324.2,863.1,,43.4,,49,
16/05/2024,261.8,98.4,94.1,35.4,5.4,43.7,296.5,835.2,,44,,50.1,
17/05/2024,261.9,98.8,93.9,35.4,4.3,44.1,288.3,826.7,,44.2,,49.7,
18/05/2024,261.5,88.6,89.9,35.4,3.2,59.2,277.9,815.8,,44.3,,45.6,
19/05/2024,264.8,87.5,89.4,35.4,3.2,58.1,278,816.4,,44.3,,45,
20/05/2024,261.7,87.9,92.1,35.4,4.3,52.3,270,803.8,,42.9,,49.2,
21/05/2024,147.6,88.1,95.2,35.6,3.2,38.1,311.1,718.8,,43,,52.2,
22/05/2024,214.6,92.1,94.5,35.7,3.2,56.6,282.5,779.2,,42.6,,51.9,
23/05/2024,256.3,97.5,100,35.6,3.2,43.3,318.6,854.5,,45.3,,54.7,
24/05/2024,259.8,96.5,102.6,35.6,2.1,36,324.5,857.1,,47,,55.6,
25/05/2024,260.5,94.3,98.9,35.6,0,38.9,288.2,816.4,,43.7,,55.2,
26/05/2024,259.3,95.1,96.1,35.6,0,40.2,287.4,813.7,,43.4,,52.7,
27/05/2024,260.9,95.6,101.5,35.6,1.1,46.7,285.7,827.1,,46.1,,55.4,
28/05/2024,255,96.4,102.6,35.6,1.1,47.6,293.6,831.8,,46.6,,56,
29/05/2024,258.6,96.3,101.9,34.8,1.1,43,281.7,817.3,,48,,53.9,
30/05/2024,242.7,95.1,103.5,35.6,1.1,54.9,282.6,815.5,,49.9,,53.6,
31/05/2024,258.8,94.3,105.4,35.6,1,55.3,304,854.3,,51.5,,53.8,
01/06/2024,262.9,91,92.6,35.6,0,42.1,248.3,772.5,,49,,43.6,
02/06/2024,255.2,92.2,94.2,35.6,0,39.7,249.5,766.4,,48.9,,45.3,
03/06/2024,248,92.6,99.4,35.5,3,41.2,266.1,785.8,,50.4,,49,
04/06/2024,260,91.1,50.8,35.5,5.4,27.6,291.9,762.2,,48.7,,2,
05/06/2024,266.1,91.9,45.4,35.6,5.3,38.2,280.6,763.1,,45.4,,0,
06/06/2024,272.3,90.3,46.3,35.6,5.3,38.1,304.1,792,,46.3,,0,
07/06/2024,270.9,91.2,47.4,35.6,5.3,39.8,290.3,780.5,,47.4,,0,
08/06/2024,270.8,90.5,46.7,35.7,1.1,36.3,247.1,728.1,,46.7,,0,
09/06/2024,265,92,60.8,35.6,1.1,42,255.5,752,,46.6,,14.2,
10/06/2024,267.9,90.8,66.6,35.6,2.2,52.3,264.3,779.6,,48.3,,18.3,
11/06/2024,267.6,90.6,96.7,35.6,4.3,49.1,246,789.9,,50.3,,46.4,
12/06/2024,271.9,90.6,97.5,35.6,3.2,43.6,286.2,828.5,,46.1,,51.3,
13/06/2024,270,91.7,98.6,35.6,0,37.8,281.1,815,,46.9,,51.8,
14/06/2024,267.9,92,99.4,35.6,0,51.1,301.9,847.9,,46.7,,52.6,
15/06/2024,272.1,92.4,95.3,35.6,0,46.6,272.9,815,,46.7,,48.6,
16/06/2024,276.1,92.5,94.8,35.6,0,41.8,264.2,805.1,,46.1,,48.8,
17/06/2024,274.1,93.7,97.1,35.6,0,48.3,269.6,818.4,,45.4,,51.8,
18/06/2024,269.5,92.8,96,35.6,0,42,296.3,832.2,,46.3,,49.7,
19/06/2024,269.5,88.8,99.8,35.6,2.1,53.3,290.8,839.8,,50.9,,48.8,
20/06/2024,271.3,87,102.9,35.6,2.3,54.6,282.1,835.8,,51.4,,51.5,
21/06/2024,269,88,99.4,35.6,2.1,54.9,282.3,831.3,,48,,51.4,
22/06/2024,270.8,88.4,99.8,35.6,1.1,49.2,261.2,806.1,,46.9,,52.9,
23/06/2024,272,89.8,98.4,35.5,1.1,45.8,250.1,792.6,,47,,51.4,
24/06/2024,275.6,28.8,101,35.5,0,54.7,262.2,757.8,,46.6,,54.4,
25/06/2024,275.7,89.4,104,35.2,4.3,55.1,255.7,819.3,,49.6,,54.3,
26/06/2024,272.4,89.7,103.5,34.8,3.2,58.3,273,834.7,,51.9,,51.6,
27/06/2024,269.3,88.9,97.6,35.6,3.2,61.4,294.4,850.3,,47.8,,49.8,
28/06/2024,263.8,87.2,99.8,35.6,3.2,66.8,291.4,847.8,,49.7,,50.1,
29/06/2024,267.9,92.4,95.9,35.6,1.1,63.4,257.4,813.6,,48.7,,47.2,
30/06/2024,265.2,88.8,94.2,35.6,1.1,62,251.5,798.3,,48.6,,45.6,
01/07/2024,264.2,82.6,93.1,35.6,2.1,63.3,277.7,818.7,,43.8,,49.3,
02/07/2024,224.4,81,92.7,16.3,2.1,63.8,274.3,754.7,,43,,49.7,
03/07/2024,263.8,77.2,93.2,35.6,3.7,61.1,294.8,829.4,,43.5,,49.8,
04/07/2024,265.1,76.4,94.9,35.7,3.7,64,279,818.9,,44.1,,50.9,
05/07/2024,264.1,77.2,94.1,35.6,3.2,65.2,280.8,820.3,,43.2,,50.9,
06/07/2024,262.2,73.1,89.9,35.6,1.1,60.5,243.9,766.2,,43.3,,46.6,
07/07/2024,264.3,73.2,90.4,35.6,1.1,64.1,247.1,775.7,,44,,46.4,
08/07/2024,266.9,89.9,91.5,35.6,2.1,63.2,294.8,844.1,,43,,48.5,
09/07/2024,265.7,90.8,93.3,35.6,2.1,64.3,297.2,849.1,,42.9,,50.3,
10/07/2024,267.9,91.6,93.5,35.6,2.1,63.5,279.5,833.9,,44.3,,49.2,
11/07/2024,266.2,91.1,92.6,35.7,4.3,63.5,287.9,841.3,,44.2,,48.4,
12/07/2024,264.2,90.7,93.4,35.6,2.1,65.3,286.3,837.6,,44.7,,48.8,
13/07/2024,265.2,71.5,92.9,35.6,1.1,65.3,239.8,771.3,,44.7,,48.2,
14/07/2024,264.3,71,92.3,35.6,1.1,65.4,248,777.7,,45.1,,47.2,
15/07/2024,268.6,88.8,94,35.6,2.1,65.9,276.7,831.7,,44.4,,49.6,
16/07/2024,269.6,89.7,93.8,35.6,6.4,66.9,274.4,836.5,,43.9,,49.8,
17/07/2024,269.3,91.1,95,35.6,2.1,62.7,288.5,844.3,,45.6,,49.4,
18/07/2024,258.6,89.9,93.1,35.6,2.2,66.6,299.6,845.6,,43.5,,49.6,
19/07/2024,267.7,89.9,96,35.6,2.2,62.6,309.9,864.1,,46,,50,
20/07/2024,266.8,70.5,96.3,35.6,0.5,61.9,269,800.7,,46.1,,50.1,
21/07/2024,264.6,69.6,94.7,35.6,2.2,63.7,276.3,806.6,,45.4,,49.3,
22/07/2024,247.6,91.5,94.4,36.7,1.6,65.5,283.3,820.6,,43.9,,50.5,
23/07/2024,244.5,93.8,96.5,36.7,2.2,66.5,269.2,809.4,,45.4,,51,
24/07/2024,243.6,99.4,97.8,36.6,2.2,65.1,286.7,831.3,,46.7,,51.1,
25/07/2024,241,95.4,97.8,36.7,1.6,64.4,274.2,811.1,,47.1,,50.7,
26/07/2024,255.6,93.5,97.6,36.7,1.6,65.6,259.1,809.8,,46.8,,50.9,
27/07/2024,264.1,73.9,90,36.7,1.1,64.2,233.6,763.6,,45.3,,44.7,
28/07/2024,262.4,73.4,89.5,36.7,1.1,63.9,229.8,756.7,,45,,44.5,
29/07/2024,262,90.7,95.5,36.7,2.1,65.2,239.4,791.7,,46.9,,48.6,
30/07/2024,257.1,91.8,92.8,36.7,2.1,67.8,252.8,801.1,,44.1,,48.7,
31/07/2024,249.9,98.6,95.4,37,2.1,67.1,254.4,804.5,,44.4,,51.1,
01/08/2024,260.3,92.9,93.2,35.7,4.3,65.8,247.7,799.8,,42.8,,50.4,
02/08/2024,262.7,87.8,93.2,35.7,2.1,64.6,236,782.1,,42.4,,50.8,
03/08/2024,259.2,62.4,88.9,35.6,2.2,67.1,223.3,738.8,,42.9,,46,
04/08/2024,262.2,64.7,88.6,35.6,2.1,67.6,228.4,749.4,,42.6,,46.1,
05/08/2024,257.4,91.3,88.3,12.2,4.3,72.9,218.4,744.8,,42,,46.3,
06/08/2024,261.8,75.3,90.3,0,4.3,78.2,235.6,745.4,,44,,46.3,
07/08/2024,263.1,89.7,88.7,0,3.2,71.7,232.5,748.8,,43,,45.7,
08/08/2024,263.6,89.1,85.8,0,3.2,71.3,220.6,733.6,,39.6,,46.2,
09/08/2024,267.3,89.5,86.5,0,2.1,71.6,224.9,741.9,,40.7,,45.8,
10/08/2024,267.5,89.8,86.6,0,1.1,73.1,203.3,721.5,,40.4,,46.2,
11/08/2024,265,85.1,85.2,0,1.1,71.3,203,710.8,,40.2,,45,
12/08/2024,266.1,89.2,86.9,27.8,2.1,72.8,239.7,784.7,,41.2,,45.8,
13/08/2024,267.3,88.2,89.4,31.2,2.1,75.3,245.5,799.1,,43.2,,46.2,
14/08/2024,272.2,85.8,90.3,32.3,2.1,76.6,245.6,805,,43.5,,46.8,
15/08/2024,267,73.5,90.5,32.3,3.2,77.3,248.3,792,,43.2,,47.3,
16/08/2024,271.9,72.8,88.8,34.5,5.4,78.5,249.5,801.4,,41.7,,47,
17/08/2024,276.5,71.1,89.6,33.9,1.1,76.7,243.3,792.1,,41.4,,48.2,
18/08/2024,276.8,63.3,88.5,33.9,1.1,75.5,250.5,789.6,,40.7,,47.8,
19/08/2024,278.5,92.4,87.9,33.9,2.1,77.7,225.4,797.9,,39.9,,47.9,
20/08/2024,278.2,94.1,90.4,32.3,1.1,66.9,215.3,778.3,,41.1,,49.3,
21/08/2024,279,94.1,91.6,30.9,2.7,66.9,213.1,778.3,,42.3,,49.3,
22/08/2024,278.8,79,91.2,32.5,2.7,67,231,782.2,,43.6,,47.7,
23/08/2024,269.6,74,92.4,34.3,2.7,64.3,238.5,775.8,,43.3,,49.1,
24/08/2024,262.9,73,90.3,36.2,2.7,70.5,211.5,747.1,,41.7,,48.6,
25/08/2024,265.1,67.8,89.3,33.5,2.7,71.8,207,737.1,,41.3,,48,
26/08/2024,261.4,87.3,92.5,30.1,2.7,71.8,233.7,779.6,,41.9,,50.7,
27/08/2024,260.2,93.6,92.6,36.2,2.7,66.3,277.4,829,,43.4,,49.2,
28/08/2024,256.1,97.9,91.5,31,2.7,61.3,272,812.4,,42.5,,49,
29/08/2024,232.9,93.4,89.8,30.4,2.7,53.1,280.4,782.7,,40.7,,49.1,
30/08/2024,187,92,98.1,30.4,2.7,67.6,273,750.8,,47.2,,50.8,
31/08/2024,175.4,92.8,97,30.7,2.7,61.5,250.7,710.7,,48.6,,48.4,
01/09/2024,169.7,85,93.2,30.7,3.8,59.5,243.1,685,,48.9,,44.3,
02/09/2024,185.8,89.2,95.7,30.3,2.7,35.3,304.5,743.5,,47.3,,48.4,
03/09/2024,189.4,54.7,98.8,30.5,2.7,25.1,319.1,720.4,,49.1,,49.7,
04/09/2024,189.1,54.5,99.5,30.5,2.7,23.9,319.7,720,,49.8,,49.7,
05/09/2024,186.5,54.4,100.7,30.5,2.7,21.8,300.9,697.4,,51.5,,49.2,
06/09/2024,187.3,54.2,98.4,30.5,2.7,22.7,289.7,685.6,,50.3,,48.1,
07/09/2024,165,52.5,92.2,35.7,2.7,24.4,231.7,604.1,,46.7,,45.5,
08/09/2024,186.2,53.3,89.8,35.7,2.7,20.5,230.1,618.2,,45.6,,44.2,
09/09/2024,188.3,56.5,97.7,35.7,2.7,20.8,273.5,675.1,,48.8,,49,
10/09/2024,189.2,56.3,100.7,35.3,1.6,19.3,284.8,687.2,,52.1,,48.7,
11/09/2024,190.2,57.1,103.2,35.5,1.6,20.3,274,681.9,,52,,51.2,
12/09/2024,188.4,56.6,102.5,35.5,1.6,22.2,286,692.8,,52.3,,50.2,
13/09/2024,186,61.9,100.4,35.3,1.6,21.5,266,672.7,,52.3,,48.2,
14/09/2024,153.6,69,94,35,1.1,22.7,250.1,625.4,,49.8,,44.2,
15/09/2024,161,52.9,92.7,34.4,1.1,25.2,249.2,616.6,,48.3,,44.4,
16/09/2024,155.6,50.6,102.4,33.9,2.7,24.2,279.7,649.1,,50.9,,51.5,
17/09/2024,160.6,52.4,102.3,32.9,2.7,29.4,282.3,662.5,,50,,52.3,
18/09/2024,159.8,61.6,101.4,33.7,2.7,61.4,281.1,701.6,,50.1,,51.3,
19/09/2024,160.2,62.7,101.4,33.1,1.6,62,301.3,722.4,,50.9,,50.5,
20/09/2024,185.9,65.1,101.1,33.8,2.7,54.6,272,715.1,,51.4,,49.7,
21/09/2024,188.5,57.7,95.3,34,2.7,45.4,236.9,660.5,,50.8,,44.5,
22/09/2024,188.2,57.9,86.8,34,2.7,44.9,239.9,654.4,,41.8,,45.1,
23/09/2024,188.3,70.8,89.2,34,2.7,37.2,275.6,697.8,,40,,49.2,
24/09/2024,178.6,64.5,92.2,34,1.6,44.9,271.3,687.1,,43.4,,48.8,
25/09/2024,212,65.4,101.1,30.3,1.6,25.1,272.3,707.9,,51,,50.1,
26/09/2024,219.7,66.9,99.7,30.3,1.6,22.4,250.2,690.8,,50.7,,49,
27/09/2024,213.4,68.1,100.2,34,1.6,32.9,250.1,700.3,,51.1,,49.1,
28/09/2024,224.8,68.4,95.2,34,1.6,37.6,230,691.6,,51.5,,43.7,
29/09/2024,234.4,70,93.9,34,1.6,36.7,233.7,704.3,,51.5,,42.4,
30/09/2024,239.4,70.9,96.7,35.4,1.6,35.9,258.5,738.5,,51.2,,45.5,
01/10/2024,240.1,86,89.6,35.6,1.6,39,236.3,728.1,,45.2,,44.4,
02/10/2024,237.8,88.1,97.8,35.3,1.6,33.7,284.5,778.8,,47.8,,50,
03/10/2024,241.3,88.3,89.3,36.1,1.6,26.9,309.2,792.6,,41.5,,47.8,
04/10/2024,257.2,94,96.3,36.6,1.6,29.6,314.2,829.5,,41.6,,49.7,
05/10/2024,255.2,93.9,94,37,3.2,27.6,255.4,766.3,,40.6,,48.4,
06/10/2024,255.3,93.1,91.1,37,3.2,25.3,256.7,761.8,,40.2,,46,
07/10/2024,252.8,82.9,92.6,37,6.4,28.6,276.9,777.1,,39.8,,47.7,
08/10/2024,252.2,101.5,91.7,36.5,6.4,23,261.4,772.8,,39.5,,47.3,
09/10/2024,251.7,104.2,93.1,37.5,6.4,24.9,293.6,811.3,,41.6,,46.5,
10/10/2024,252.7,103.1,88.5,37.8,6.4,27.8,308,824.4,,40.1,,44.5,
11/10/2024,259.1,106.9,88.3,37.8,7.5,28.9,298.5,827,,40.4,,47.9,
12/10/2024,257.3,99.5,84.3,37.8,6.5,25.3,284.9,795.5,,40.1,,44.2,
13/10/2024,240,99.5,85.7,37.8,6.4,25.2,271.1,765.7,,41.9,,43.8,
14/10/2024,250.5,102.6,88.9,37.7,4.3,30.9,320.2,835,,41.2,,47.7,
15/10/2024,255.1,95.9,81.9,36.5,3.2,26.2,334.6,833.4,,41,,40.9,
16/10/2024,258.8,92.5,83.4,35,5.3,27.1,316.3,818.5,,40.6,,42.9,
17/10/2024,243.1,92.4,83.1,35.1,2.1,23,324.1,802.9,,39.4,,43.7,
18/10/2024,235.4,91.9,84.3,37.2,1.6,21.6,322.2,794.3,,39.3,,45.1,
19/10/2024,257.2,82.7,89.3,37.2,1.6,19.9,264.7,752.6,,39.3,,50,
20/10/2024,255.2,82.8,88.1,37.3,1.6,19.9,262.7,747.6,,40.1,,48,
21/10/2024,256.4,93.3,90.3,37.2,1.6,20.6,304.1,803.5,,40.4,,49.9,
22/10/2024,258.1,104.1,97.1,37.1,1.6,23.1,282.9,804,,42.3,,54.7,
23/10/2024,249.4,105.5,97.8,37,1,18.2,302.4,811.2,,41,,56.7,
24/10/2024,246.6,109.8,97.5,35.7,1.6,20.2,295.1,806.5,,42.3,,55.2,
25/10/2024,244.5,110.2,96.4,36.7,1.6,15.9,284.2,789.5,,41.7,,54.7,
26/10/2024,266.3,102.2,94.3,38,1.6,12.3,242.4,757.2,,42.2,,52.1,
27/10/2024,246.3,96.3,93.4,35.6,1.6,13.3,248.3,734.8,,42,,51.4,
28/10/2024,263.5,104.8,95.4,36.7,1.6,16.5,277.1,795.6,,43,,52.4,
29/10/2024,265,95.3,93.2,36.7,1.6,21.5,289.8,803.1,,42.4,,50.8,
30/10/2024,262.2,119.8,88,35.3,1.6,23.8,302.6,833.3,,44.1,,43.9,
31/10/2024,272.1,104.9,89.1,37.3,1.6,20.7,301.6,827.3,,42.7,,46.4,
01/11/2024,267.2,87,87.9,37.2,1.6,23,316,820,,45.5,,42.4,
02/11/2024,255.5,82.6,85.8,37.8,1.6,19.9,314.7,798,,45,,40.8,
03/11/2024,258.2,82.9,87.5,37.8,1.6,19.9,317.7,805.6,,45.5,,42,
04/11/2024,255.2,100.1,89.8,37.3,4.3,22,347,855.7,,44.7,,45,
05/11/2024,256,98.3,95,37.3,7.5,20.8,354.4,869.4,,48.1,,46.9,
06/11/2024,252.5,92.7,100.3,31.4,7.5,17.8,344.7,846.7,,51.7,,48.6,
07/11/2024,246.7,100.8,101,37.2,10,12.6,339.1,847.4,,49.1,,47.3,
08/11/2024,246.3,110,105.4,37.2,7.4,18.4,365.2,889.9,,51.4,,48.9,
09/11/2024,240.1,95.9,113.1,37.2,4.8,14.2,303.5,808.7,,53.5,,54.8,
10/11/2024,243.5,95,108.2,37.2,4.8,18,307.7,814.4,,53,,55.2,
11/11/2024,243.7,106.9,102.4,37.2,7.4,22.7,336.9,857.4,,51,,51.4,
12/11/2024,244.4,100.4,103.1,37.2,2.2,18.9,337.5,843.7,,52.5,,50.6,
13/11/2024,245.5,103.5,104,36.7,3.2,18.8,331.6,843.3,,54.1,,49.9,
14/11/2024,240.6,109.7,105.8,36.7,5.3,20.4,326.7,845.1,,53.5,,52.3,
15/11/2024,242.8,110.8,103.3,37.2,4.2,16.4,318.3,833.1,,52.7,,50.6,
16/11/2024,249.4,110.4,97.9,37,4.2,17.1,268.2,784.3,,46.6,,51.3,
17/11/2024,244.4,110.8,102.7,37,4.2,17.5,259.8,776.5,,51.9,,50.8,
18/11/2024,236.3,107.5,105.1,37,6.3,24.3,338.3,854.8,,52.8,,52.2,
19/11/2024,240.3,107.2,103.7,36.9,5.3,25.8,303.4,822.5,,51.8,,51.8,
20/11/2024,245.4,100.8,105.5,36.6,6.3,24.8,298.2,817.6,,54,,51.5,
21/11/2024,251.1,107.4,102.5,36.7,6.3,25.8,302.8,832.6,,50.3,,52.2,
22/11/2024,245.7,111.2,104.6,36.7,4.2,24.9,314.6,841.9,,52.5,,52.1,
23/11/2024,257.3,110.8,101.7,36.7,4.2,13.1,274.7,798.6,,51.3,,50.4,
24/11/2024,266.6,111.3,101.1,36.7,4.2,12.8,266.6,799.3,,50.9,,50.2,
25/11/2024,267.6,110.4,101,36.7,4.2,23.6,313.3,856.9,,50.9,,50.2,
26/11/2024,257.1,98.7,101.3,37.2,4.2,28.6,337.4,864.7,,51.4,,49.9,
27/11/2024,248.5,100.3,101,36.9,4.2,27.5,346.6,864.8,,50.9,,50.1,
28/11/2024,252.1,101.2,98.2,36.9,2.6,18.9,334.8,844.8,,48.3,,49.9,
29/11/2024,260.4,99.6,99,34.7,2.6,15.8,329.8,842,,49,,50.1,
30/11/2024,259.9,99.6,97,35.6,2.6,16.7,288.9,800.3,,47.4,,49.6,
01/12/2024,259.6,93.8,91.3,36.7,4.7,18.3,302.3,806.7,,42.2,,49.1,
02/12/2024,258.1,94.2,92.8,36.7,4.2,25.4,354.8,866.3,,42.7,,50,
03/12/2024,242.1,94.6,95.7,36.7,2.6,26.5,363.2,861.3,,45.5,,50.2,
04/12/2024,248.8,94,98.6,36.8,2.6,16.7,356.3,853.8,,47,,51.6,
05/12/2024,264.2,93.7,94.4,36.7,2.6,16.8,381.7,890.1,,43.6,,50.8,
06/12/2024,263.9,92.1,96.3,36.7,2.6,19,346.9,857.5,,45.1,,51.2,
07/12/2024,260.7,92.3,95.2,36.5,2.6,12,302.8,802.2,,43.7,,51.5,
08/12/2024,258.7,92.1,93,36.5,2.6,17.6,298.4,799,,43.7,,49.4,
09/12/2024,251.4,90.9,93.2,36.5,3.7,27.2,329.1,832,,43.7,,49.5,
